roi1,roi2,roi3,roi4,roi5,roi6,roi7,roi8,roi9,roi10,roi11,roi12,roi13,roi14,roi15,roi16,roi17,roi18,roi19,roi20,roi21,roi22,roi23,roi24,roi25,roi26,roi27,roi28,roi29,roi30,roi31,roi32,roi33,roi34,roi35,roi36,roi37,roi38,roi39,roi40,roi41,roi42,roi43,roi44,roi45,roi46,roi47,roi48,roi49,roi50,roi51,roi52,roi53,roi54,roi55,roi56,roi57,roi58,roi59,roi60,roi61,roi62,roi63,roi64,roi65,roi66,roi67,roi68,roi69,roi70,roi71,roi72
1.881767,0.1865204,7.354741,-1.03976,0.54197,3.627345,-2.4071,-0.6231969,-0.3506611,-1.55663,0.56744,2.623707,-1.357175,-0.1816039,0.6207197,1.183143,3.274746,-1.06567,-2.881319,0.521635,2.03374,2.44464,1.88909,0.2753073,-1.56639,0.2727454,0.097327,0.2769505,-0.6260971,-0.1867024,0.8804507,-1.43736,-0.8875703,-1.092757,5.886671,1.02779,-0.6230367,1.0567,-0.425577,-0.6277023,-0.562664,-0.567544,-1.273043,14.27743,-0.6244714,1.271917,-0.6253437,2.06201,-0.573446,-0.8861374,-1.62614,0.6207771,0.62073,-0.2723472,-5.885273,0.559759,-4.02077,-6.270697,-0.2746972,0.3557245,-0.6206776,-2.887119,-1.090475,-0.0156276,-5.00917,-0.556611,0.00791343,-1.624645,0.3515725,-2.51415,1.52547,0.0930116
1.51634,1.352971,6.56775,-1.41159,1.03295,3.273435,-3.275054,-0.2744059,-0.1873933,-1.04407,1.09662,2.624347,0.0954191,-0.2771962,0.427622,0.622416,2.186167,-1.274025,-1.621537,1.189,1.355716,1.51043,2.02935,0.0969126,-1.06202,-0.2772037,-0.0301061,0.469307,-0.575273,-0.546469,0.6272033,-0.3596555,-0.8827677,-1.353725,5.187699,1.094727,-1.52979,0.6270773,-0.461017,-0.597317,-0.0972341,-1.095407,0.3555776,34.3512,-0.0947409,0.623092,0.094609,1.56027,-0.8809979,-0.6239167,-1.270702,0.1877237,0.6239967,-0.3579979,-5.27173,0.8892562,-4.276062,-6.355215,-0.1876202,-0.2761553,-0.3513079,-2.187191,-0.6263262,-0.2764147,-3.620123,-0.0927762,-0.0917301,-1.627107,0.2740512,-2.180775,0.8872399,-0.0902379
1.093667,2.186265,5.40745,-1.277672,1.01472,2.59771,-3.352762,0.0916577,-0.1872462,-0.00647491,1.274624,2.273445,1.099574,-0.3535743,0.1817979,0.3591673,1.40691,-1.185912,-0.1860705,1.097507,0.8859274,0.2777766,1.623596,-0.0920307,-0.557025,-1.097614,-0.2724071,0.443075,-0.50369,-0.504231,0.2701964,-0.0137977,-0.6241623,-2.625529,4.09627,0.8805344,-2.350474,0.57233,-0.3561713,-0.3573262,0.0946219,-1.18036,1.627796,25.5797,0.452397,0.1862347,0.459217,1.180907,-0.6273932,-0.43746,-0.3519515,0.0909134,0.467593,-0.446279,-3.355715,0.8872763,-4.097595,-4.40706,-0.3549052,-1.187065,0.0937473,-1.357757,-0.040746,-0.1815262,-2.353507,0.407207,-0.1814174,-1.625254,0.2791669,-1.46777,0.1877512,-0.0901477
0.6213271,2.625579,4.352771,-1.091671,0.6237714,1.626033,-2.42743,0.437907,-0.1871731,1.0359,0.8855255,1.624076,1.35996,-0.1869977,-0.0946641,0.3574956,1.02961,-0.577607,1.07034,0.6266745,0.621405,-0.6201256,1.186226,-0.1869551,-0.3529236,-1.43773,-0.3527632,0.2741723,-0.6234376,-0.2711934,-0.3546013,-0.1890057,-0.3553107,-4.270936,2.620066,0.2731627,-1.621799,0.414209,-0.1837447,-0.1805714,0.3500964,-0.577736,2.625347,23.27344,1.03762,-0.0965023,0.1872744,0.6265776,-0.2716717,-0.094147,0.6232433,0.431517,0.0952773,-0.3503673,-0.579619,0.6207174,-3.096714,-1.620434,-0.517,-1.621103,0.527214,-0.540752,0.620592,0.1893296,-1.07,1.05201,-0.2724747,-1.52171,0.3576709,-0.6240125,-0.0971795,0.0977037
0.6274254,3.007,3.621576,-1.096177,0.413511,0.575472,-0.6269334,0.8857909,-0.0934134,1.54342,0.3526275,1.097447,1.274039,0.0907701,-0.3531217,0.3531696,0.3557532,0.1870703,1.623526,0.2779151,0.6225362,-1.55927,0.6274441,-0.2717162,-0.0961537,-1.181071,-0.0956574,0.0911525,-0.6247231,-0.0360713,-0.6297314,-1.099609,-0.0935772,-5.274135,1.622564,-0.2717464,-0.27679,0.3507515,0.0765136,0.0906297,0.6242657,0.279114,3.359007,16.5355,1.09352,-0.2746199,-0.2724997,0.573436,0.1897557,0.184279,1.627636,1.276955,-0.0625317,-0.0677199,2.277113,0.6276035,-1.187573,0.3519747,-0.562909,-1.189734,1.06547,0.271061,1.091617,0.6209212,1.093911,1.277705,-0.3560274,-1.45767,0.42776,-0.0941979,-0.1801639,0.477737
1.273765,3.093545,3.277526,-1.51576,0.491406,-0.6272177,0.8872432,1.350763,0.1866327,1.47959,-0.00970636,0.523725,1.09671,0.411379,-0.413076,0.0972631,-0.456404,1.270073,1.622609,0.2702373,0.6224753,-2.090291,0.459935,-0.1837712,0.275713,-0.3520516,0.3541002,0.0041115,-0.6210506,0.0342763,-0.6252727,-2.279254,0.18414,-5.274346,1.09102,-0.6207933,1.272199,0.2763913,0.3555659,0.3565243,1.185713,1.626277,3.52014,7.357109,0.6296342,-0.271436,-0.451343,0.456771,0.6279902,0.431729,2.56964,2.094343,0.0925739,0.2716025,4.880506,0.8879706,1.00275,0.8861541,-0.423355,-0.0991774,1.276135,1.276297,1.04696,0.8870041,4.621311,1.357765,-0.472146,-1.44371,0.3552762,0.3543127,0.2741775,0.6279379
1.629676,3.181149,3.274757,-2.183336,0.889047,-2.092976,2.279772,1.625741,0.6290773,0.8879302,-0.0674054,-0.021624,1.189577,0.597765,-0.2773192,-0.1860209,-2.02644,2.06327,1.277645,0.427452,0.6272451,-2.09772,0.2757137,-0.0514617,1.094362,0.272073,1.07363,0.0901211,-0.0999207,-0.0913275,-0.0592653,-3.359577,0.2774116,-4.093907,1.03103,-0.5475,2.44449,0.2757211,0.6269743,0.6230376,1.621657,3.03471,4.183203,1.62432,0.433795,-0.0972739,0.0460641,0.270427,0.529976,0.577979,2.6262,2.277699,0.551452,0.457626,6.097349,1.270297,2.881467,0.0911607,-0.1841002,1.00779,1.35627,2.359992,0.555452,0.55714,9.094036,1.354265,-0.471454,-1.357747,0.1844742,0.6253734,0.6279545,0.6299929
2.096913,3.183326,2.885973,-2.5203,1.357577,-2.52179,2.887574,2.181995,1.183629,0.1810417,0.1897166,-0.6233977,1.622096,0.432564,-0.0917643,-0.514755,-3.47011,2.35067,1.0734,0.6255739,0.3557733,-2.01166,0.185737,0.0965016,1.886547,0.507025,1.35253,0.2779096,0.411337,-0.2750277,0.6213445,-4.183114,0.0972749,-1.885997,1.277215,-0.1817513,2.627752,0.2744453,0.6299275,1.095311,2.091923,3.627364,4.18546,-1.52026,0.1870359,-0.0644725,1.272629,-0.1805775,0.622693,0.6221977,2.183239,1.880077,1.180306,0.440752,5.883937,1.351724,3.623927,-1.091334,0.0667712,1.51072,1.353265,3.276097,0.1875242,-0.0352727,12.62353,1.276476,-0.3547907,-1.187344,-0.0660764,1.03773,1.277971,0.511134
1.627071,3.095397,2.276392,-2.359373,1.621409,-2.883577,2.625747,2.277723,1.351527,-0.2739776,0.623011,-1.623732,2.096273,0.0915903,0.0701642,-0.530956,-4.57127,2.275664,0.8874775,0.520173,-0.0910577,-1.52937,0.1867219,0.187936,2.359574,0.3534175,1.186919,0.627074,1.06536,-0.435677,1.279772,-4.42074,-0.2767501,0.417601,1.627671,0.184673,2.351739,0.1863605,0.6247077,1.277004,1.880167,3.5926,3.627344,-2.622431,0.0997477,-0.023051,2.51765,-0.8834917,0.1844427,0.560072,1.185204,0.527177,1.279652,0.1897667,4.41616,1.091137,3.184765,-1.53143,0.1873241,1.18746,1.094592,3.59192,0.1830916,-0.6293721,14.0279,1.185973,-0.2746264,-0.6277073,-0.3521076,0.8872535,1.350416,0.0971753
1.05293,2.883699,1.275173,-1.623377,1.359773,-2.274972,2.07624,2.271677,1.186696,-0.3540767,1.09476,-2.42376,2.186624,-0.2773447,0.0973254,-0.1864345,-4.885772,2.02792,0.8871725,-0.00712609,-0.6237269,-1.06625,0.2773377,0.2745197,2.44597,0.0952409,0.592537,1.095455,1.097759,-0.530151,1.35066,-4.356957,-1.06139,2.189579,2.096762,0.2775056,1.46324,0.055317,0.2731441,1.357923,1.094707,2.626215,3.09136,-2.356577,0.1844675,-0.0725299,3.095524,-1.57013,-0.1873414,0.433779,0.1873257,-0.0165734,0.8895932,-0.0113716,2.624959,0.3519776,1.624746,-1.01207,0.2752573,0.274574,0.567767,3.277162,0.437562,-1.27162,12.0066,1.04476,-0.0612176,-0.2715403,-0.6244072,0.590455,0.6217739,-0.0966567
0.00950711,2.50247,-0.0236771,-0.6259772,0.6293409,-1.189729,1.352577,2.07067,0.8821254,-0.095293,1.00126,-2.887752,1.623062,-0.472106,-0.0707719,0.184719,-4.350774,1.40347,0.6275672,-0.6271797,-1.181521,-0.3510337,0.443672,-0.0259002,2.180737,0.0944157,0.00077705,1.277693,0.6247537,-0.6204754,0.6274692,-4.185239,-1.46755,2.357029,1.629571,0.00274774,0.6212692,-0.2719067,-0.0995401,1.35529,0.0947274,1.350161,2.092012,-2.41457,0.1846547,-0.0997472,2.47497,-2.093747,-0.512371,0.2770109,-0.2760631,-0.474575,0.0635717,-0.1805147,1.47906,-0.2769214,0.2760273,0.2723174,0.1891767,-0.6274727,0.0934006,2.45526,0.8877377,-1.357247,7.62673,0.513924,-0.0737517,0.1874454,-0.8852059,0.2709935,-0.0937733,-0.1873461
-0.6202052,2.184012,-1.47752,0.0907041,0.0997709,-0.596179,1.096705,1.62912,0.462263,0.1864073,0.3540737,-3.00917,0.8839643,-0.3509626,-0.2711602,0.439033,-3.277136,0.6203333,0.1814729,-1.43037,-1.353909,0.0971232,0.50972,-0.2739625,1.620049,0.3569573,-0.3557377,1.277754,0.2760761,-0.6245071,0.0977367,-3.886234,-1.5272,0.6245576,0.524747,-0.593023,0.3523307,-0.6244609,-0.497999,1.273364,-0.541269,0.0370747,1.189752,-3.5237,0.0713204,-0.2762162,1.097997,-2.096327,-0.575762,0.1801453,-0.454345,-0.53575,-1.04625,-0.099343,1.46977,-0.6290674,-0.3511695,1.359797,0.0956477,-1.276279,-0.1854112,1.51926,1.180071,-1.271777,3.45359,-0.0492927,-0.2736739,0.6232793,-0.8877344,0.00956277,-1.00193,-0.0971367
-1.07034,1.887507,-3.01406,0.6277716,-0.1842773,-0.6231607,1.277079,1.51796,0.3547172,0.439903,-0.1811735,-2.620457,-0.0734419,0.0447547,-0.3576601,0.2770672,-2.270103,-0.0335439,-0.549725,-1.47029,-1.354214,0.3557131,0.3536346,-0.425077,1.54734,0.6297207,-0.356234,1.07402,0.0756126,-1.0395,-0.1871156,-3.42324,-1.184072,-1.5773,-0.400766,-1.187743,0.2726041,-1.352967,-0.591779,1.096734,-0.6276173,-0.6212539,0.6296535,-5.099617,-0.1846001,-0.404334,-0.2701711,-1.627312,-0.401533,0.0717362,-0.356732,-0.2750473,-1.627462,-0.0165202,2.51775,-0.8830111,-0.0975657,1.62635,-0.0027367,-1.0347,-0.274166,0.8875765,0.8876119,-1.05331,1.357155,-0.6202102,-0.621239,0.521079,-0.6201919,-0.0391775,-1.274745,0.0270571
-0.6201463,1.880107,-3.889357,1.03552,-0.1855165,-1.187977,1.627621,1.50365,0.3590214,0.459737,-0.475772,-2.185497,-0.6271006,0.416597,-0.3579276,-0.0973997,-1.42447,-0.6243402,-1.359063,-1.03991,-1.273343,0.2729216,-0.0139561,-0.353775,1.625993,0.576135,-0.0977574,0.443791,0.1815977,-1.095467,-0.2747776,-2.624477,-0.570163,-3.351551,-2.00173,-1.277391,0.1855761,-1.881607,-0.3559605,0.8899727,-0.427071,-0.529246,0.8855709,-6.07676,-0.509034,-0.437317,-1.09701,-1.27475,-0.2743295,0.0253145,-0.2770637,-0.0413347,-2.07461,0.1809177,4.01675,-0.446633,1.09769,1.355465,-0.0957719,-0.0675174,-0.0934771,0.6259573,0.2790566,-0.6272677,2.181765,-1.277257,-1.0021,0.6277572,-0.3576662,0.1841393,-1.04767,0.092471
-0.2706936,2.01257,-4.18693,0.6246317,0.0575596,-1.626275,2.274277,1.56732,0.499332,0.3503454,-0.4066,-1.622957,-0.6276479,0.6241333,-0.2741707,-0.6277414,-1.0917,-1.273377,-1.52724,-0.2711934,-1.099207,-0.0914625,-0.496229,-0.0769001,2.186991,0.00297691,0.2747909,-0.090551,0.537244,-1.03054,0.1895567,-1.40674,-0.2723196,-2.624157,-3.0673,-0.6276203,-0.00655013,-2.093627,-0.0725412,0.6254693,0.0906531,-0.469742,1.184761,-5.621643,-0.6246746,-0.2777243,-1.096737,-0.6201334,0.0127212,0.077747,-0.353769,0.0557663,-1.52755,0.2777696,4.622766,-0.0214951,2.46299,0.522161,-0.1896591,0.8812427,0.097293,1.181626,-0.1873121,-0.8809977,4.4757,-1.44623,-1.01719,0.530174,-0.0967272,0.6277317,-0.277032,-0.010266
-0.00299669,2.097734,-3.624445,0.2757069,0.2795654,-2.093499,2.35962,1.55292,0.525599,0.1847929,-0.0973767,-1.357375,-0.2771333,0.515791,-0.0966797,-1.02357,-0.527707,-1.18314,-1.62372,0.0706061,-1.02969,-0.47344,-1.05319,0.2755924,2.45729,-0.6276293,0.3549773,-0.570495,1.01742,-0.534403,0.8877057,0.0514635,-0.2777242,0.574336,-3.350624,-0.0575721,-0.3557926,-1.889957,0.1813401,0.6240172,0.502677,-0.0971979,1.351267,-4.624556,-0.6263191,-0.0533412,-0.4275,-0.6212141,0.0920112,0.0992436,-0.542611,-0.0912905,-0.6245062,0.403217,4.277115,0.2717677,3.51159,1.091166,-0.2796675,1.276073,0.2700675,1.626541,-0.571546,-1.090554,6.279753,-1.183717,-0.6211067,0.2755193,-0.00774527,1.275717,0.0971315,-0.2777044
-0.0947511,2.097217,-3.04147,-0.0990636,0.356704,-1.621455,2.183725,1.351196,0.409124,0.1817967,0.2727291,-1.096459,0.3571716,0.1853764,-0.0651301,-0.6253417,-0.6226242,-0.3596035,-1.186642,-0.0934479,-0.6215536,-0.6261393,-1.094559,0.535413,2.357447,-1.187744,0.2754773,-0.8875742,1.04201,-0.0709777,1.352647,1.359203,-0.6266537,5.279645,-3.07576,0.479177,-0.6279962,-1.45777,0.1815617,0.547009,0.573491,-0.1875404,1.09737,-4.624797,-0.571234,0.2753053,0.095967,-0.8877247,0.0976591,0.1874676,-0.6296747,-0.3563707,-0.0962457,0.499017,2.42651,0.1871673,3.62059,2.18672,-0.3532365,1.07757,0.0547757,2.093057,-0.523779,-1.274559,5.882734,-0.521272,-0.1805233,0.1802034,-0.091371,1.621037,0.0992042,-0.6247625
-0.577914,1.62269,-2.27926,-0.437044,0.0976754,-1.181693,1.57011,0.8807371,0.2713377,0.2701367,0.3597427,-0.6262727,1.097171,-0.0917705,-0.0799379,-0.0931115,-0.543047,0.467777,-0.450213,-0.6279903,-0.465173,-0.435673,-0.6251299,0.465527,2.0031,-0.6234036,0.0240572,-1.00395,0.517471,0.2770266,1.27976,2.186762,-1.09347,7.622713,-2.359597,0.597472,-1.01393,-1.00799,-0.0455049,0.462934,0.2731339,-1.091135,0.3599353,-7.0276,-0.2763957,0.537709,0.2791405,-1.353019,0.00523623,0.1863716,-0.620956,-0.6262612,-0.0245962,0.6203376,-0.1846303,-0.0910792,3.090139,3.887366,-0.2777465,0.2707733,-0.436692,2.0521,-0.1803774,-1.359637,3.00663,-0.0360665,0.1873179,0.184156,-0.3564239,1.53069,-0.2775071,-1.183034
-1.270617,1.04704,-2.277772,-0.417626,-0.1877429,-0.6295566,1.04611,0.1846212,0.0961279,0.2767274,0.2767496,-0.2765575,1.272091,-0.0977433,-0.2742554,0.3553547,-0.3526439,1.352621,-0.0369169,-1.275056,-0.277447,-0.0796554,-0.2793516,0.0943453,1.274134,0.504916,-0.2725302,-0.6229019,-0.0773401,0.406927,0.8820069,2.05161,-0.889096,7.625436,-2.094345,0.1877172,-0.6267972,-0.462747,-0.2769767,0.3572621,-0.0950516,-2.357062,-0.2774346,-11.35073,-0.0467374,0.525652,0.0101695,-1.62327,-0.0750331,0.0912745,-0.2749116,-1.276726,-0.2757147,0.6273736,-3.095567,-0.56576,1.620791,5.271052,-0.1871605,-0.46642,-1.274715,1.357205,0.1879021,-1.359667,-0.8852325,0.1814279,0.431433,0.3535996,-0.881013,1.07609,-1.099117,-1.275346
-1.53716,-0.0320992,-3.095615,-0.097514,-0.51953,-0.8807437,0.547062,-0.2775995,0.0931401,0.1897777,0.0930043,0.039021,0.6212017,0.0405735,-0.3503497,0.552674,-0.2704603,1.52306,0.0734137,-1.277175,-0.3523237,0.185357,-0.0915491,-0.3542779,0.6247777,1.887657,-0.3573629,-0.55765,-0.6292662,0.2746733,0.1854504,0.8895627,-0.2740092,4.880119,-2.279636,-0.2701314,-0.2707001,-0.3579654,-0.405059,0.2776179,-0.3531707,-3.621729,-1.092721,-15.88397,0.1811761,0.1877903,-0.6267319,-2.01406,-0.0927017,-0.0971777,0.0901777,-1.629753,-0.6270527,0.6217067,-5.279957,-1.093053,0.3530769,5.356217,-0.0960557,-1.180047,-1.56225,0.495627,0.465979,-1.350167,-3.889161,0.0379215,0.419923,0.567353,-1.183754,0.1847457,-1.620673,-1.093452
-1.41747,-1.093475,-4.357177,0.0974714,-0.499166,-1.45773,0.56627,-0.6263314,0.1800364,0.0733741,0.0439624,0.2700173,-0.0654252,0.3566177,-0.469672,0.2774173,-0.3511724,1.05734,-0.1807119,-0.6236725,-0.6262734,0.0976104,-0.1856177,-0.8834525,0.2777776,2.357773,-0.2771367,-0.562146,-1.187597,0.0973097,-0.1863327,-0.1873766,0.529017,-0.501046,-3.272395,-0.475797,0.0576325,-0.577312,-0.2713342,0.1876714,-0.2712427,-4.51145,-1.355703,-17.88201,0.2777399,-0.1856707,-1.44256,-1.885607,-0.0915677,-0.3532402,0.273737,-2.356955,-1.094293,0.3573509,-6.350496,-1.189746,-0.426737,4.18472,-0.0717302,-1.357925,-1.623171,-0.1873235,0.415447,-1.276142,-4.882334,-0.2777744,0.2747037,0.620701,-1.187621,-0.473619,-1.5242,-0.517662
-1.06965,-1.886334,-5.620255,0.0977352,-0.1812056,-2.277757,1.091135,-0.6219246,0.187362,-0.0947334,0.2747462,0.2757623,-0.6252762,0.6240369,-0.579077,-0.0979107,-0.6262656,0.0977746,-0.6223626,0.1819017,-1.273417,-0.1872166,-0.6275992,-1.09629,0.1807997,1.624975,-0.0637117,-0.6270209,-1.357167,0.0107607,-0.3521777,-1.02977,1.357626,-4.270157,-4.620054,-0.2771575,0.0904403,-1.01234,0.0946441,0.274445,0.0976727,-4.5297,-1.270797,-15.5976,0.3523072,-0.620273,-1.887126,-1.627346,-0.061509,-0.430974,0.0907474,-2.88924,-0.6255927,0.0967009,-5.882734,-1.06634,-0.6241901,2.184611,-0.077512,-1.42063,-1.275954,-0.6205737,0.1847273,-1.43457,-4.03191,-0.6226771,0.0993707,0.6293623,-1.02749,-1.06063,-1.07562,0.057051
-0.503917,-2.274311,-6.54734,-0.2757771,0.270627,-2.880323,1.62974,-0.477047,0.1873265,-0.1819646,0.455203,0.1865277,-0.6233027,0.8833956,-0.6243427,-0.563693,-1.276072,-0.547626,-1.189143,0.8857143,-1.626471,-0.6217337,-1.352137,-0.520371,0.0916704,0.0979067,0.1874997,-1.095124,-1.356627,0.0990219,-0.184205,-0.6290013,1.880233,-3.4297,-6.092771,0.0620567,-0.0917297,-1.181412,0.56701,0.180035,0.6236627,-4.07337,-0.6244725,-10.0541,0.2703357,-0.6202532,-1.885776,-1.56035,0.0210744,-0.352069,-0.520572,-3.27176,-0.0747775,-0.1847525,-4.0674,-0.3563715,-0.0962391,0.3556155,-0.09403,-1.351711,-0.6271135,-0.62233,-0.00997031,-1.886913,-2.623707,-0.596717,0.0990027,0.556735,-0.477297,-1.03742,-0.506977,0.6211433
-0.2777147,-2.189797,-6.625011,-1.270167,0.545403,-2.626733,2.351114,-0.2740267,0.1803747,-0.040937,0.6245993,0.0964693,0.0936717,0.562476,-0.6217592,-0.6234511,-1.629731,-0.6213774,-1.629247,1.091034,-2.091272,-1.07103,-1.621205,-0.497377,0.00503193,-1.097746,0.401124,-1.186279,-1.189777,0.407752,0.055351,0.1897027,1.622565,1.629335,-7.097277,0.2775092,-0.1860544,-1.093445,1.03917,0.1802171,1.354162,-3.351955,-0.2753406,-4.07649,-0.00347713,-0.3557761,-1.45245,-1.57251,0.0926755,-0.0955275,-1.51679,-3.272453,0.6275937,-0.2776397,-1.185473,0.2757736,0.6207764,-0.1890549,-0.1832531,-1.181965,-0.2746517,0.00636347,-0.0744077,-2.4162,-2.42173,-0.1847371,0.2737364,0.405549,-0.0957577,-0.456774,-0.6212345,1.099049
-0.3505734,-2.01313,-6.09593,-2.092691,0.493127,-1.887629,2.52743,0.0967776,0.0937476,0.2734773,0.471313,0.0995707,1.357771,0.0927207,-0.497799,-0.524373,-2.096357,-0.0673714,-2.096762,0.6220713,-1.880059,-0.6272072,-1.626537,-0.1867747,-0.0930197,-1.357333,0.467673,-1.094749,-0.8855977,0.6207101,0.0996934,1.47779,1.40047,7.625727,-7.359605,0.097952,0.0909115,-0.6235171,1.096679,0.0991721,1.624567,-2.52714,-0.0797525,-1.355635,-0.3531113,0.1817706,-0.8857974,-1.629209,0.1850074,0.0930769,-2.357332,-2.887237,1.270209,-0.1817496,1.629196,1.094719,1.623997,0.2742057,-0.2711067,-0.6277275,0.0997779,1.097267,0.0776553,-2.624327,-3.880332,0.350417,0.424249,0.3560677,0.0919562,0.0934435,-1.43207,1.352543
-0.3547373,-1.59576,-4.625135,-2.183077,0.0993417,-0.6213713,2.185593,0.1834977,0.093732,0.577339,0.0317142,0.3507771,2.45477,-0.3543367,-0.2777626,-0.1834073,-2.00493,0.6271319,-2.276349,0.097712,-1.186277,-0.3517372,-1.274641,-0.0713744,-0.2749791,-0.3573417,0.426766,-0.6215656,-0.3507927,0.517742,0.0271662,2.273653,1.183526,13.4015,-6.629779,-0.2774766,1.180777,-0.1801156,1.09013,0.0934734,1.889676,-2.45966,-0.0960632,-3.88776,-0.6203237,0.8870733,-0.2792007,-1.620137,0.2770766,0.2703429,-2.623972,-2.270426,1.18377,0.0927299,4.097777,1.53411,2.09764,1.43274,-0.274565,-0.351597,0.446971,2.275762,0.2717756,-2.47491,-6.09253,0.8820673,0.517171,0.491167,0.2744776,0.621272,-2.54506,1.354191
-0.0997414,-1.355437,-2.621271,-1.271275,-0.2709753,0.2776115,1.272315,0.0969521,0.0971173,0.6223745,-0.525754,0.6233424,2.56967,-0.6213564,-0.0776777,0.094249,-1.355601,1.43446,-2.186502,-0.0777077,-0.3505472,-0.0937132,-0.6277532,-0.0336211,-0.1867721,1.09291,0.3569606,-0.0952599,0.18959,0.270615,-0.2797907,2.097669,1.096195,12.5915,-4.886733,-0.6244767,2.622323,0.1891074,0.8856046,-0.0306196,1.627601,-1.626623,-0.3577171,-10.0957,-0.6274324,1.4767,-0.0329242,-1.359192,0.3552997,0.2707504,-2.40369,-1.27747,0.6240671,0.3534555,5.094907,1.47063,1.56655,2.622769,-0.2720354,0.077525,0.8823137,3.09007,0.3573217,-1.4071,-7.621076,1.05197,0.457197,0.6270336,0.1853319,0.52543,-3.270637,1.273063
0.3561115,-1.185027,0.0310007,0.2775532,-0.523767,1.275739,0.0696704,-0.0270455,0.0924777,0.57173,-1.06334,1.03962,1.46251,-0.62567,0.1860771,0.3506972,-0.6234575,1.41417,-1.624637,0.0709337,0.3513771,-0.2766577,-0.1890147,-0.0230749,-0.2706275,2.095696,0.3550995,0.2730972,0.8873345,0.0392109,-0.6251716,1.279693,1.095474,6.352779,-2.093477,-0.1896277,4.273317,0.535044,0.6297977,-0.1847733,1.40516,-0.0736574,-0.6253012,-15.62065,-0.3570525,1.880473,0.00665929,-0.6247264,0.3560157,0.0996437,-1.47367,-0.1863419,0.2743469,0.3597666,4.270472,1.01377,0.551059,3.350973,-0.2745549,0.2792591,1.273349,3.03791,0.3530557,0.2741462,-7.353976,0.6293247,0.2795069,1.183575,0.2721709,0.6203106,-2.883026,1.099064
1.272055,-0.8869704,3.184571,2.091067,-0.503749,2.07107,-1.094636,-0.1839761,-0.0910744,0.1897507,-1.06723,1.181712,-0.1857477,-0.51005,0.472143,0.500969,-0.0920734,0.6297962,-0.62474,0.3576224,1.0079,-1.05621,0.0916967,0.0476475,-0.3573477,1.52673,0.3551907,0.495316,1.277419,0.0774729,-1.06704,0.56474,0.8870707,-2.096291,1.187277,1.091641,4.889767,0.6253126,0.502135,-0.3569034,0.6267375,2.357926,-1.00771,-16.4356,0.2769673,1.883312,-0.186921,0.2749366,0.2770342,0.0772327,-0.2776244,0.8899627,0.0739545,0.1853755,1.881697,0.0945905,-0.352346,3.01573,-0.0561219,0.2776795,1.50903,2.097516,0.0995659,2.092507,-5.09639,0.2774596,0.1845207,1.43013,0.3565729,0.3556741,-1.40746,1.07712
1.8837,-0.452736,6.18357,3.07739,-0.273167,2.47529,-1.889352,-0.2770729,-0.426769,-0.0917539,-0.574311,1.184341,-2.03525,-0.1846143,0.6239546,0.620793,0.2742119,0.0605773,0.516554,0.6227374,1.271626,-1.626312,0.444106,0.0993203,-0.6221173,0.452427,0.2797442,0.536173,1.274965,0.3543765,-0.8809347,0.554252,0.35927,-7.52164,4.353134,2.885693,4.274667,1.04109,0.270396,-0.514629,0.0679614,5.184574,-0.6272503,-10.5073,1.2751,1.623009,-0.6200005,1.42462,0.1839707,0.0397707,0.562577,2.184677,0.2779577,-0.0977797,-1.097773,-0.547371,-1.03716,1.622157,0.097712,0.0730759,1.40237,0.6250724,-0.0944274,3.47107,-1.45571,0.0967603,0.0997772,1.54695,0.50377,0.0961397,0.2726359,0.8877653
1.88053,-0.0715207,7.885046,2.629074,-0.0473336,2.621751,-2.189365,-0.3536454,-0.8857975,-0.2799013,-0.0970433,1.096256,-2.881267,0.020671,0.8899712,1.02613,0.2770317,-0.474199,2.04795,0.479113,1.276563,-1.627961,1.06325,0.2727271,-1.186629,-1.095964,0.2741793,0.457034,0.8877339,0.6252137,-0.3547725,1.44034,-0.0925725,-9.624307,6.354934,4.274262,2.354505,1.186243,-0.0900734,-0.537326,-0.590679,7.02657,-0.0975465,-0.1851107,2.03192,1.273272,-0.8892409,2.350979,0.0951201,0.0623777,1.276273,3.099777,0.8823997,-0.531772,-3.887347,-1.02773,-1.02771,0.1801373,0.353437,-0.1877754,0.6269151,-0.3557677,-0.3590241,4.09611,1.625111,0.092497,0.1855271,1.41507,0.496475,0.0622097,1.5574,0.6273423
1.092431,0.1844033,7.359292,1.622957,0.0201137,2.57654,-2.07757,-0.356579,-1.096705,-0.3574515,0.0973505,1.04234,-2.46333,0.0433662,1.03923,1.091346,0.501177,-0.6221039,3.095972,0.0913633,1.181907,-1.092093,1.44547,0.2746593,-1.51014,-2.094757,-0.0731629,0.3577952,0.439279,0.6297704,0.0720777,2.627174,-0.444099,-5.276102,6.57697,4.03732,-0.0990447,1.357175,-0.402427,-0.443355,-1.096644,6.626493,0.525263,9.47237,2.05074,0.6237932,-0.624774,2.621233,0.0043541,0.0979537,1.47523,3.4392,1.187455,-0.8825716,-5.56777,-0.6267727,-0.6215909,-1.44433,0.551343,-0.2776656,-0.0963071,-1.270005,-0.6279124,3.55697,3.49379,0.2770436,0.2735777,1.092479,0.2761656,0.1846133,1.623921,0.593254
